Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","10","Australie","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","24262.712","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","10","Australie","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","12085.384","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","10","Australie","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","12177.326","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","10","Australie","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","3425.805","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","10","Australie","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","20700.043","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","10","Australie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","24584.62","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","10","Australie","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","12243.642","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","10","Australie","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","12340.977","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","10","Australie","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","3446.638","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","10","Australie","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","21003.923","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","10","Australie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","24898.152","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","10","Australie","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","12399.374","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","10","Australie","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","12498.779","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","10","Australie","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","3465.207","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","10","Australie","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","21307.04","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","11","Autriche","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","8615.214","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","11","Autriche","512","Hommes","3010","Population-Estimations","2014","2014","1000 personnes","4212.65","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","11","Autriche","513","Femmes","3010","Population-Estimations","2014","2014","1000 personnes","4402.555","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","11","Autriche","551","Population rurale","3010","Population-Estimations","2014","2014","1000 personnes","3666.869","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","11","Autriche","561","Population urbaine","3010","Population-Estimations","2014","2014","1000 personnes","4966.351","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","11","Autriche","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","8678.66","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","11","Autriche","512","Hommes","3010","Population-Estimations","2015","2015","1000 personnes","4248.656","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","11","Autriche","513","Femmes","3010","Population-Estimations","2015","2015","1000 personnes","4430.011","X","Sources internationales sûres","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","11","Autriche","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","3669.727","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","11","Autriche","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","5008.93","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","11","Autriche","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","8747.301","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","11","Autriche","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","4288.096","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","11","Autriche","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","4459.21","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","11","Autriche","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","3667.377","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","11","Autriche","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","5044.76","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","11","Autriche","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","8819.901","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","11","Autriche","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","4330.192","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","11","Autriche","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","4489.71","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","11","Autriche","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","3660.707","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","11","Autriche","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","5074.746","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","11","Autriche","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","8891.388","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","11","Autriche","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","4371.944","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","11","Autriche","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","4519.439","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","11","Autriche","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","3649.748","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","11","Autriche","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","5102.072","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","52","Azerbaïdjan","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","9505.622","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","52","Azerbaïdjan","512","Hommes","3010","Population-Estimations","2014","2014","1000 personnes","4726.285","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","52","Azerbaïdjan","513","Femmes","3010","Population-Estimations","2014","2014","1000 personnes","4779.331","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","52","Azerbaïdjan","551","Population rurale","3010","Population-Estimations","2014","2014","1000 personnes","4331.615","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","52","Azerbaïdjan","561","Population urbaine","3010","Population-Estimations","2014","2014","1000 personnes","5172.156","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","52","Azerbaïdjan","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","9622.745","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","52","Azerbaïdjan","512","Hommes","3010","Population-Estimations","2015","2015","1000 personnes","4788.513","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","52","Azerbaïdjan","513","Femmes","3010","Population-Estimations","2015","2015","1000 personnes","4834.228","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","52","Azerbaïdjan","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","4355.344","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","52","Azerbaïdjan","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","5262.14","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","52","Azerbaïdjan","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","9736.043","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","52","Azerbaïdjan","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","4848.931","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","52","Azerbaïdjan","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","4887.11","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","52","Azerbaïdjan","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","4374.332","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","52","Azerbaïdjan","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","5351.044","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","52","Azerbaïdjan","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","9845.32","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","52","Azerbaïdjan","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","4907.39","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","52","Azerbaïdjan","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","4937.926","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","52","Azerbaïdjan","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","4388.663","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","52","Azerbaïdjan","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","5438.926","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","52","Azerbaïdjan","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","9949.537","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","52","Azerbaïdjan","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","4963.252","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","52","Azerbaïdjan","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","4986.285","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","52","Azerbaïdjan","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","4398.268","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","52","Azerbaïdjan","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","5525.646","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","12","Bahamas","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","370.633","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","12","Bahamas","512","Hommes","3010","Population-Estimations","2014","2014","1000 personnes","179.81","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","12","Bahamas","513","Femmes","3010","Population-Estimations","2014","2014","1000 personnes","190.815","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","12","Bahamas","551","Population rurale","3010","Population-Estimations","2014","2014","1000 personnes","66.238","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","12","Bahamas","561","Population urbaine","3010","Population-Estimations","2014","2014","1000 personnes","315.931","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","12","Bahamas","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","374.206","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","12","Bahamas","512","Hommes","3010","Population-Estimations","2015","2015","1000 personnes","181.608","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","12","Bahamas","513","Femmes","3010","Population-Estimations","2015","2015","1000 personnes","192.592","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","12","Bahamas","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","66.744","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","12","Bahamas","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","320.094","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","12","Bahamas","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","377.93","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","12","Bahamas","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","183.477","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","12","Bahamas","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","194.446","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","12","Bahamas","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","67.166","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","12","Bahamas","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","324.066","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","12","Bahamas","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","381.755","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","12","Bahamas","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","185.384","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","12","Bahamas","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","196.365","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","12","Bahamas","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","67.508","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","12","Bahamas","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","327.853","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","12","Bahamas","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","385.637","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","12","Bahamas","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","187.322","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","12","Bahamas","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","198.313","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","12","Bahamas","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","67.779","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","12","Bahamas","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","331.506","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","13","Bahreïn","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","1336.075","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","13","Bahreïn","512","Hommes","3010","Population-Estimations","2014","2014","1000 personnes","822.54","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","13","Bahreïn","513","Femmes","3010","Population-Estimations","2014","2014","1000 personnes","513.533","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","13","Bahreïn","551","Population rurale","3010","Population-Estimations","2014","2014","1000 personnes","148.146","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","13","Bahreïn","561","Population urbaine","3010","Population-Estimations","2014","2014","1000 personnes","1188.251","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","13","Bahreïn","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","1371.851","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","13","Bahreïn","512","Hommes","3010","Population-Estimations","2015","2015","1000 personnes","846.756","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","13","Bahreïn","513","Femmes","3010","Population-Estimations","2015","2015","1000 personnes","525.097","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","13","Bahreïn","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","150.912","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","13","Bahreïn","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","1220.943","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","13","Bahreïn","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","1425.792","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","13","Bahreïn","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","886.938","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","13","Bahreïn","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","538.855","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","13","Bahreïn","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","155.487","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","13","Bahreïn","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","1269.684","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","13","Bahreïn","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","1494.076","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","13","Bahreïn","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","939.85","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","13","Bahreïn","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","554.227","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","13","Bahreïn","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","161.409","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","13","Bahreïn","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","1331.175","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","13","Bahreïn","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","1569.446","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","13","Bahreïn","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","998.976","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","13","Bahreïn","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","570.464","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","13","Bahreïn","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","167.867","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","13","Bahreïn","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","1399.126","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","16","Bangladesh","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","154517.382","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","512","Hommes","3010","Population-Estimations","2014","2014","1000 personnes","78368.22","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","513","Femmes","3010","Population-Estimations","2014","2014","1000 personnes","76149.165","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","551","Population rurale","3010","Population-Estimations","2014","2014","1000 personnes","105949.491","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","561","Population urbaine","3010","Population-Estimations","2014","2014","1000 personnes","53455.788","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","16","Bangladesh","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","156256.276","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","512","Hommes","3010","Population-Estimations","2015","2015","1000 personnes","79217.157","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","513","Femmes","3010","Population-Estimations","2015","2015","1000 personnes","77039.13","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","105895.754","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","55305.132","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","16","Bangladesh","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","157977.153","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","80048.91","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","77928.241","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","105783.53","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","57168.03","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","16","Bangladesh","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","159685.424","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","80869.068","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","78816.353","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","105622.933","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","59046.818","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","16","Bangladesh","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","161376.708","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","81677.117","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","79699.596","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","105423.904","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","16","Bangladesh","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","60944.245","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","14","Barbade","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","284.826","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","512","Hommes","3010","Population-Estimations","2014","2014","1000 personnes","137.169","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","513","Femmes","3010","Population-Estimations","2014","2014","1000 personnes","147.656","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","551","Population rurale","3010","Population-Estimations","2014","2014","1000 personnes","194.607","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","561","Population urbaine","3010","Population-Estimations","2014","2014","1000 personnes","88.778","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","14","Barbade","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","285.324","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","512","Hommes","3010","Population-Estimations","2015","2015","1000 personnes","137.548","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","513","Femmes","3010","Population-Estimations","2015","2015","1000 personnes","147.779","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","195.402","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","88.815","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","14","Barbade","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","285.796","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","137.902","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","147.896","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","196.098","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","88.898","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","14","Barbade","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","286.232","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","138.223","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","148.006","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","196.693","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","89.026","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","14","Barbade","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","286.641","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","138.525","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","148.115","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","197.187","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","14","Barbade","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","89.201","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","57","Bélarus","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","9431.735","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","57","Bélarus","512","Hommes","3010","Population-Estimations","2014","2014","1000 personnes","4387.691","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","57","Bélarus","513","Femmes","3010","Population-Estimations","2014","2014","1000 personnes","5044.051","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","57","Bélarus","551","Population rurale","3010","Population-Estimations","2014","2014","1000 personnes","2210.624","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","57","Bélarus","561","Population urbaine","3010","Population-Estimations","2014","2014","1000 personnes","7274.227","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","57","Bélarus","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","9439.423","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","57","Bélarus","512","Hommes","3010","Population-Estimations","2015","2015","1000 personnes","4392.411","X","Sources internationales sûres",""
